codmunicipio;indativo;codunidade;nomunidade;codsetor;nomsetor;codproduto;sglunidadeproduto;nomproduto;codoperador;codgrupo;desgrupo;codsubgrupo;dessubgrupo;qde
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;97927;CAPS      ;CLINDAMICINA 300MG CAPS;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;214
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;2833;TUBO      ;METRONIDAZOL 100MG/G GEL VAGINAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;7
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;3762;COMP      ;METRONIDAZOL 250MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;323
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98062;COMP      ;METRONIDAZOL 400MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;411
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;5085;CAPS      ;NITROFURANTOINA 100MG CAPS;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;1012
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;3045;COMP      ;SULFAMETOXAZOL 400MG + TRIMETOPRIMA 80MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;1446
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98343;FR        ;SULFAMETOXAZOL 40MG/ML + TRIMETOPRIMA 8MG/ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;19
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98704;AMP       ;ACIDO ASCORBICO 100MG/ML INJ;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;1
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98818;CAPS      ;ARTROSIL 160MG COMP;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;50
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9557;TUBO      ;BETAMETASONA + GENTAMICINA + TOLNAFTATO + CLIOQUINOL  0.5+1.0+10+10 MG/G POMADA DERMATOLOGICA;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;8
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98734;FR        ;CARMELOSE SODICA 5MG/ML;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;3
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98706;AMP       ;CETOPROFENO 50MG/ML INJ;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;44
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98753;COMP      ;DOMPERIX 10MG;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;30
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98733;COMPREVS  ;DOXICICLINA 100MG;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;9
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98512;COMP      ;HIDROXICLOROQUINA SULFATO 400 MG COMPRIMIDO;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;167
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98768;FR        ;HIOSINAMINA + BUTILBROMETO DE ESCOPOLAMINA + HOMATROPINA + DIPIRONA 0.104+0.0065+1+300 MG SOLUCAO ORAL;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;2
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98555;COMP      ;LOSARTANA POTASSICA 50MG + HIDROCLORTIAZIDA 12.5MG;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;210
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98823;FR        ;MYDRIACYL 10MG/ML SOL OFT;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;2
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98845;COMPREVS  ;NEUTROFER 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;60
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98525;FR        ;RETINOL (VITAMINA A) + COLECALCIFEROL (VITAMINA D) 50.000+10.000 UI/ML SOLUCAO ORAL;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;3
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98736;FR        ;SHAMPOO NEUTRO;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;4
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98496;AMP       ;INSULINA HUMANA NPH 100 UI/ML  (CARPULE/TUBETE 3ML) CANETA;685;1;MEDICAMENTOS BÁSICOS;7;INSULINAS;66
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;4321;FR        ;INSULINA HUMANA NPH 100 UI/ML  (FRASCO 10 ML);685;1;MEDICAMENTOS BÁSICOS;7;INSULINAS;129
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98497;AMP       ;INSULINA HUMANA REGULAR 100 UI/ML SOLUÇÃO INJETÁVEL (CANETA DESCARTÁVEL APLICADORA - TUBETE 3 ML)  CANETA;685;1;MEDICAMENTOS BÁSICOS;7;INSULINAS;36
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;4719;FR        ;INSULINA REGULAR 100UI/ML FRASCO;685;1;MEDICAMENTOS BÁSICOS;7;INSULINAS;17
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;97810;COMP      ;ANLODIPINO 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;750
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;6312;COMP      ;ANLODIPINO 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1400
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1360;COMP      ;ATENOLOL 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1800
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1495;COMP      ;CAPTOPRIL 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;718
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8646;COMP      ;CARVEDILOL 12.5MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;2130
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9105;COMP      ;CARVEDILOL 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;660
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8645;COMP      ;CARVEDILOL 3.125MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;720
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98305;COMP      ;CARVEDILOL 6.25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;870
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98340;COMP      ;ENALAPRIL 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;3330
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9106;COMP      ;ENALAPRIL 20 MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;5610
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9138;COMP      ;ESPIRONOLACTONA 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1350
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8647;COMP      ;ESPIRONOLACTONA 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1050
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;637;COMP      ;FUROSEMIDA 40MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;430
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9102;COMP      ;GLICLAZIDA 30MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1848
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9095;DRAG      ;HIDRALAZINA 25MG DRAGEA;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;600
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9553;DRAG      ;HIDRALAZINA 50MG DRAGEA;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1420
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;4316;COMP      ;HIDROCLOROTIAZIDA 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;3650
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98004;COMP      ;LOSARTANA 50MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;9180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98502;COMP      ;METFORMINA 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1935
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1476;COMP      ;METFORMINA 850MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;540
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98304;COMP      ;METOPROLOL 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;510
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9322;COMP      ;METOPROLOL 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1740
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9323;COMP      ;METOPROLOL 50MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1410
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98337;COMP      ;NIFEDIPINO 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1890
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98481;COMP      ;PROPRANOLOL 40MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1040
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8619;COMP      ;SINVASTATINA 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;360
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8650;COMP      ;SINVASTATINA 40MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;900
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9140;COMP      ;VERAPAMIL 80MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;720
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98521;COMP      ;ACIDO ASCORBICO 1 G;685;1;MEDICAMENTOS BÁSICOS;15;MEDICAMENTOS COVID;580
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98513;CAPS      ;COLECALCIFEROL (VITAMINA D) 50.000 UI CAPSULA GELATINOSA MOLE;685;1;MEDICAMENTOS BÁSICOS;15;MEDICAMENTOS COVID;4826
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98514;COMP      ;ZINCO 20MG;685;1;MEDICAMENTOS BÁSICOS;15;MEDICAMENTOS COVID;900
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98943;UND       ;FORTINI PLUS 400G;685;1;MEDICAMENTOS BÁSICOS;16;DEMANDA JUDICIAL;8
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98430;AMP       ;AGUA BI DESTILADA - 10ML;685;6;MATERIAL MEDICO;0;MATERIAL MEDICO;197
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;686;UND       ;AGULHA PARA CANETA APLICADORA DE INSULINA NPH/REGULAR/ASPARTE;685;6;MATERIAL MEDICO;0;MATERIAL MEDICO;1479
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98536;UND       ;LANCETA  UNIDADE;685;6;MATERIAL MEDICO;0;MATERIAL MEDICO;1950
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98968;CX        ;SERINGA PARA INSULINA  U-100;685;6;MATERIAL MEDICO;0;MATERIAL MEDICO;1340
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98324;UND       ;TIRAS REAGENTES UNIDADE;685;6;MATERIAL MEDICO;0;MATERIAL MEDICO;5350
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98428;UND       ;APARELHO GLICOSIMETRO;685;6;MATERIAL MEDICO;18;MATERIAL DE USO INDIVIDUAL;9
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98944;UND       ;FORTINI COMPLETE 800G;685;9;SUPLEMENTO ALIMENTAR;0;SUPLEMENTO ALIMENTAR;4
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98917;PT        ;LEITE NINHO FORT+ 380G;685;9;SUPLEMENTO ALIMENTAR;0;SUPLEMENTO ALIMENTAR;13
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98991;PT        ;NEOCATE ADVANCED 400G;685;9;SUPLEMENTO ALIMENTAR;0;SUPLEMENTO ALIMENTAR;18
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98927;UND       ;NUTREN 1.0 400G;685;9;SUPLEMENTO ALIMENTAR;0;SUPLEMENTO ALIMENTAR;32.500
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;3118;PT        ;PEDIASURE COMPLETE 850G;685;9;SUPLEMENTO ALIMENTAR;0;SUPLEMENTO ALIMENTAR;74
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98829;COMPREVS  ;AMITRIPTILINA 10MG COMP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;60
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9411;CAPS      ;ANLODIPINO + BENAZEPRIL 5.0+10 MG CAPSULA;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1578;CAPS      ;ANLODIPINO + BENAZEPRIL 5.0 +20 MG CAPSULA;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;80
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;7132;COMPREVS  ;APIXABANA  2.5 MG ;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98524;FR        ;ATROPINA SULFATO 10 MG/ML SOLUÇÃO OFTÁLMICA;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;5
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9133;COMP      ;BROMAZEPAN 3MG COMP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;30
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98791;UND       ;CERAVE LOCAO FACIAL HIDRATANTE;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;2
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98504;COMP      ;CITALOPRAM 20 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;4440
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;4709;COMP      ;CLONAZEPAN 2MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;9595
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9574;COMP      ;CLORIDRATO DE OXIBUTININA 5 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9421;COMP      ;CLORTALIDONA + AMILORIDA   25+5 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;90
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98956;CX        ;CLOZAPINA 100MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;300
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98792;COMPREVS  ;DAPAGLIFLOZINA 10MG COMP REV;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;330
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98846;FR        ;DOSS 1000UI GTS;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;6
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9559;COMP      ;DULOXETINA 30 MG CAPSULA;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9429;CAPS      ;GABAPENTINA 300MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;750
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98754;COMP      ;GAZIA 40MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;56
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;2677;COMP      ;LEVOMEPROMAZINA 100MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;330
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1475;COMP      ;LEVOMEPROMAZINA 25MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;1580
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9359;COMP      ;LORAZEPAM 2MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;300
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98771;COMP      ;MECOBALAMINA 1000 MCG COMPRIMIDO SUBLINGUAL;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;60
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98955;CX        ;MIRTAZAPINA 30 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;120
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9498;COMP      ;MIRTAZAPINA 45 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;90
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98844;CAPS      ;OMEGA 3 1000MG CAP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;120
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98331;FR        ;OXCARBAZEPINA 60 MG/ML SUSP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;36
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98772;COMPREVS  ;PAROXETINA CLORIDRATO 12.5 MG COMPRIMIDO REVESTIDO ;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;60
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;97541;CAPS      ;PREGABALINA 150MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;600
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1381;CAPS      ;PREGABALINA 75 MG CAPSULA ;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;120
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98329;CAPS      ;RACEALFATOCOFEROL  400MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;270
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98488;FR        ;RISPERIDONA 1MG/ML GTS;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;16
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9314;COMP      ;RIVAROXABANA  20 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;84
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98509;COMP      ;SERTRALINA 100MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;270
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9119;COMP      ; SERTRALINA 25 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;780
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;8036;COMP      ;SERTRALINA 50MG COMP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;870
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98498;FR        ;SIMETICONA - 75MG/ML EMULSÃO ORAL;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;9
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;4877;COMPREVS  ;SITAGLIPTINA  50 MG ;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;28
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98018;COMPREVS  ;SOLIFENACINA SUCCINATO + TANSULOSINA CLORIDRATO  6+0.4 ;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;30
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98773;COMPREVS  ;SUPLEMENTO ALIMENTAR DE CALCIO + MAGNESIO + VITAMINA D+ E K;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;90
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;3027;COMP      ;TADALAFILA 20 MG COMPRIMIDO;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;60
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;9339;COMP      ;TOPIRAMATO  100 MG COMPRIMIDO;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;930
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98489;COMP      ;TOPIRAMATO 25MG COMP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;1200
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98490;COMP      ;TOPIRAMATO 50MG COMP;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;5990
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;97571;COMP      ;TRAMADOL 100 MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98482;TUBO      ;TRIANCINOLONA ACETONIDA 1 MG/G CREME;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;5
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98774;COMP      ;ZOLPIDEM HEMITARTARATO 10MG;685;19;MEDICAMENTOS NÃO PADRONIZADOS;23;MEDICAMENTOS NÃO PADRONIZADOS;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;97925;UND       ;NICOTINA 14MG ADESI;685;20;MEDICAMENTOS ESTRATEGICOS;25;TABAGISMO;84
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98320;UND       ;NICOTINA 21MG ADESI;685;20;MEDICAMENTOS ESTRATEGICOS;25;TABAGISMO;56
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;1224;COMP      ;NICOTINA 2 MG GOMA DE MASCAR;685;20;MEDICAMENTOS ESTRATEGICOS;25;TABAGISMO;180
3168002;S;22;FARMACIA DE MINAS;14;FARMACIA SATELITE;98321;UND       ;NICOTINA 7MG ADESI;685;20;MEDICAMENTOS ESTRATEGICOS;25;TABAGISMO;168
codmunicipio;indativo;codunidade;nomunidade;codsetor;nomsetor;codproduto;sglunidadeproduto;nomproduto;codoperador;codgrupo;desgrupo;codsubgrupo;dessubgrupo;qde
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98322;COMP      ;ACICLOVIR 200MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;105
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8715;TUBO      ;ACICLOVIR 50MG/G CREM DERM;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;6
